username,category,reserved_reason,reservation_policy,source_label,priority,is_active,requires_identity_verification
ferrari,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
ferrariofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
figma,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
figmaofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
fivebelow,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
fivebelowofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
footlocker,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
footlockerofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
forbes,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
forbesofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
ford,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
fordofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
fortune,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
fortuneofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
foxnews,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
foxnewsofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
foxsports,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
foxsportsofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
freddiemac,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
freddiemacofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
gap,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
gapofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
ge,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
geaerospace,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
geaerospaceofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
gehealthcare,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
gehealthcareofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
generaldynamics,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
generaldynamicsofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
generalmills,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
generalmillsofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
generalmotors,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
generalmotorsofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
geofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
geverova,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
geverovaofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
gmc,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
gmcofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
goldmansachs,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
goldmansachsofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
google,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
googlecloud,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
googlecloudofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
googleofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
gucci,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
gucciofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
harleydavidson,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
harleydavidsonofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
hbo,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
hboofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
hcahealthcare,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
